3.3333E-6	-947.46
3.3667E-6	-810.32
3.4000E-6	-502.09
3.4333E-6	-31.232
3.4667E-6	517.07
3.5000E-6	937.52
3.5333E-6	1109.0
3.5667E-6	1000.5
3.6000E-6	575.97
3.6333E-6	-113.00
3.6667E-6	-865.26
3.7000E-6	-1615.1
3.7333E-6	-2285.0
3.7667E-6	-2770.8
3.8000E-6	-3054.1
3.8333E-6	-3132.7
3.8667E-6	-2959.9
3.9000E-6	-2474.7
3.9333E-6	-1701.2
3.9667E-6	-594.64
4.0000E-6	910.83
4.0333E-6	2816.1
4.0667E-6	5027.9
4.1000E-6	7454.2
4.1333E-6	9919.2
4.1667E-6	12164
4.2000E-6	13984
4.2333E-6	15269
4.2667E-6	15853
4.3000E-6	15671
4.3333E-6	14833
4.3667E-6	13502
4.4000E-6	11850
4.4333E-6	10129
4.4667E-6	8578.7
4.5000E-6	7273.6
4.5333E-6	6335.6
4.5667E-6	5824.0
4.6000E-6	5686.2
4.6333E-6	5790.9
4.6667E-6	6046.9
4.7000E-6	6330.3
4.7333E-6	6519.1
4.7667E-6	6561.1
4.8000E-6	6423.5
4.8333E-6	6101.4
4.8667E-6	5636.3
4.9000E-6	5117.2
4.9333E-6	4628.0
4.9667E-6	4253.4
5.0000E-6	4060.4
5.0333E-6	4088.3
5.0667E-6	4333.2
5.1000E-6	4735.5
5.1333E-6	5192.5
5.1667E-6	5577.8
5.2000E-6	5792.0
5.2333E-6	5745.4
5.2667E-6	5393.7
5.3000E-6	4774.9
5.3333E-6	4033.8
5.3667E-6	3320.9
5.4000E-6	2815.7
5.4333E-6	2699.7
5.4667E-6	3036.0
5.5000E-6	3807.1
5.5333E-6	4922.0
5.5667E-6	6186.3
5.6000E-6	7289.6
5.6333E-6	7976.2
5.6667E-6	8049.8
5.7000E-6	7392.9
5.7333E-6	6062.7
5.7667E-6	4248.5
5.8000E-6	2216.3
5.8333E-6	309.66
5.8667E-6	-1148.6
5.9000E-6	-1971.4
5.9333E-6	-2054.8
5.9667E-6	-1447.1
6.0000E-6	-383.67
6.0333E-6	827.04
6.0667E-6	1874.8
6.1000E-6	2442.9
6.1333E-6	2327.6
6.1667E-6	1586.0
6.2000E-6	305.67
6.2333E-6	-1302.1
6.2667E-6	-2908.6
6.3000E-6	-4226.4
6.3333E-6	-5053.7
6.3667E-6	-5259.8
6.4000E-6	-4858.0
6.4333E-6	-4062.2
6.4667E-6	-3094.4
6.5000E-6	-2204.5
6.5333E-6	-1634.3
6.5667E-6	-1505.0
6.6000E-6	-1831.6
6.6333E-6	-2535.6
6.6667E-6	-3415.1
6.7000E-6	-4229.7
6.7333E-6	-4837.1
6.7667E-6	-5065.5
6.8000E-6	-4838.2
6.8333E-6	-4233.5
6.8667E-6	-3382.3
6.9000E-6	-2441.5
6.9333E-6	-1634.2
6.9667E-6	-1150.4
7.0000E-6	-957.80
7.0333E-6	-1071.0
7.0667E-6	-1442.9
7.1000E-6	-1916.7
7.1333E-6	-2325.9
7.1667E-6	-2564.7
7.2000E-6	-2535.4
7.2333E-6	-2191.5
7.2667E-6	-1640.9
7.3000E-6	-1010.2
7.3333E-6	-400.36
7.3667E-6	71.027
7.4000E-6	319.88
7.4333E-6	316.79
7.4667E-6	103.07
7.5000E-6	-234.95
7.5333E-6	-581.08
7.5667E-6	-821.13
7.6000E-6	-870.70
7.6333E-6	-696.13
7.6667E-6	-327.78
7.7000E-6	190.77
7.7333E-6	767.88
7.7667E-6	1291.4
7.8000E-6	1675.1
7.8333E-6	1901.4
7.8667E-6	1962.2
7.9000E-6	1894.7
7.9333E-6	1778.9
7.9667E-6	1685.0
8.0000E-6	1671.3
8.0333E-6	1781.5
8.0667E-6	2012.4
8.1000E-6	2323.2
8.1333E-6	2663.3
8.1667E-6	2962.8
8.2000E-6	3153.2
8.2333E-6	3218.2
8.2667E-6	3182.1
8.3000E-6	3072.1
8.3333E-6	2956.5
8.3667E-6	2920.8
8.4000E-6	2998.8
8.4333E-6	3221.3
8.4667E-6	3601.6
8.5000E-6	4101.1
8.5333E-6	4580.2
8.5667E-6	4961.5
8.6000E-6	5176.1
8.6333E-6	5150.6
8.6667E-6	4859.0
8.7000E-6	4351.3
8.7333E-6	3680.9
8.7667E-6	2890.8
8.8000E-6	2141.1
8.8333E-6	1534.7
8.8667E-6	1051.2
8.9000E-6	629.97
8.9333E-6	248.40
8.9667E-6	-208.43
9.0000E-6	-922.88
9.0333E-6	-2007.2
9.0667E-6	-3549.6
9.1000E-6	-5691.4
9.1333E-6	-8374.2
9.1667E-6	-11420
9.2000E-6	-14644
9.2333E-6	-17938
9.2667E-6	-20966
9.3000E-6	-23421
9.3333E-6	-25097
9.3667E-6	-25835
9.4000E-6	-25515
9.4333E-6	-24176
9.4667E-6	-21979
9.5000E-6	-19019
9.5333E-6	-15543
9.5667E-6	-11902
9.6000E-6	-8430.8
9.6333E-6	-5303.0
9.6667E-6	-2706.8
9.7000E-6	-809.45
9.7333E-6	353.32
9.7667E-6	853.26
9.8000E-6	779.85
9.8333E-6	287.55
9.8667E-6	-414.00
9.9000E-6	-1171.0
9.9333E-6	-1948.7
9.9667E-6	-2638.1
1.0000E-5	-3184.1
1.0033E-5	-3623.6
1.0067E-5	-4063.6
1.0100E-5	-4528.2
1.0133E-5	-5046.8
1.0167E-5	-5630.2
1.0200E-5	-6220.7
1.0233E-5	-6729.7
1.0267E-5	-7049.4
1.0300E-5	-7061.5
1.0333E-5	-6660.6
1.0367E-5	-5797.6
1.0400E-5	-4488.5
1.0433E-5	-2830.9
1.0467E-5	-964.67
1.0500E-5	943.45
1.0533E-5	2678.2
1.0567E-5	4034.7
1.0600E-5	4914.9
1.0633E-5	5303.8
1.0667E-5	5214.4
1.0700E-5	4774.6
1.0733E-5	4189.4
1.0767E-5	3623.8
1.0800E-5	3279.1
1.0833E-5	3337.5
1.0867E-5	3869.4
1.0900E-5	4781.6
1.0933E-5	5996.6
1.0967E-5	7341.7
1.1000E-5	8566.2
1.1033E-5	9482.0
1.1067E-5	9918.3
1.1100E-5	9733.9
1.1133E-5	8888.9
1.1167E-5	7497.5
1.1200E-5	5677.5
1.1233E-5	3601.2
1.1267E-5	1493.1
1.1300E-5	-489.64
1.1333E-5	-2238.3
1.1367E-5	-3654.2
1.1400E-5	-4717.0
1.1433E-5	-5489.8
1.1467E-5	-6023.6
1.1500E-5	-6382.1
1.1533E-5	-6639.0
1.1567E-5	-6810.7
1.1600E-5	-6838.2
1.1633E-5	-6699.3
1.1667E-5	-6342.8
1.1700E-5	-5704.7
