0	0
3.3333333333333334E-8	0
6.666666666666667E-8	0
1.0E-7	0
1.3333333333333334E-7	0
1.6666666666666668E-7	0
2.0E-7	0
2.3333333333333333E-7	1.825269985540382E-76
2.6666666666666667E-7	-5.144876176028313E-70
3.0E-7	-5.718108781707626E-68
3.3333333333333335E-7	2.4888037235139157E-66
3.6666666666666667E-7	1.1312543986002113E-64
4.0E-7	-4.3106967343178137E-64
4.3333333333333335E-7	-4.172307979196057E-62
4.6666666666666666E-7	6.901121717050989E-62
5.0E-7	2.8740003972685503E-60
5.333333333333333E-7	-5.664151616698744E-60
5.666666666666667E-7	1.0172263489124628E-58
6.0E-7	1.038707947880627E-57
6.333333333333333E-7	4.711563799371509E-56
6.666666666666667E-7	-4.592078044638971E-55
7.0E-7	2.2548643700570328E-54
7.333333333333333E-7	-2.7043075482997954E-53
7.666666666666667E-7	1.800006303679276E-52
8.0E-7	-7.298397253015134E-52
8.333333333333333E-7	3.9570312873463695E-51
8.666666666666667E-7	-2.718762667267909E-50
9.000000000000001E-7	1.077641739010961E-49
9.333333333333333E-7	-4.375650903728774E-49
9.666666666666666E-7	2.9800788882389134E-48
1.0E-6	-1.8035495156209169E-47
1.0333333333333333E-6	7.821721366142319E-47
1.0666666666666667E-6	-3.386181448112518E-46
1.1E-6	1.624455708170307E-45
1.1333333333333334E-6	-4.2554604474275886E-45
1.1666666666666668E-6	2.895202585405337E-45
1.2E-6	4.4065736123094724E-44
1.2333333333333333E-6	-3.245109109703864E-43
1.2666666666666667E-6	1.0301370411190065E-42
1.3E-6	-1.9383695043599107E-42
1.3333333333333334E-6	-1.4851147851047883E-42
1.3666666666666668E-6	2.4772471291424043E-41
1.4E-6	-8.178222015492596E-41
1.4333333333333333E-6	1.494930145211072E-40
1.4666666666666667E-6	1.727354096316345E-40
1.5E-6	-1.4963161228130664E-39
1.5333333333333334E-6	3.761288927340709E-39
1.5666666666666668E-6	-2.2736482905484787E-39
1.6E-6	-1.8231765197813502E-38
1.6333333333333333E-6	5.981323464419961E-38
1.6666666666666667E-6	-6.889871402910118E-38
1.7E-6	-1.7879187440333255E-37
1.7333333333333334E-6	7.453624768672241E-37
1.7666666666666668E-6	-9.187001623964597E-37
1.8000000000000001E-6	-1.623743621915441E-36
1.8333333333333333E-6	7.740518831394773E-36
1.8666666666666667E-6	-8.811778442919393E-36
1.9E-6	-1.4089962251085022E-35
1.933333333333333E-6	6.702802436458906E-35
1.9666666666666668E-6	-5.809893926075597E-35
2.0E-6	-1.3594929694018278E-34
2.0333333333333335E-6	4.702167723346383E-34
